,label,comment,label doc,comment doc,comment not empty
http://ontology.it/itsmo/v1#Utility,Utility,,utility ,,False
http://ontology.it/itsmo/v1#ITService,IT Service,,service ,,False
http://ontology.it/itsmo/v1#Project,Project,,project ,,False
http://ontology.it/itsmo/v1#SoftwarePackage,SoftwarePackage,,software package ,,False
http://ontology.it/itsmo/v1#Agreement,Agreement,,agreement ,,False
http://ontology.it/itsmo/v1#Document,Document,,document ,,False
http://ontology.it/itsmo/v1#Warranty,Warranty,,warranty ,,False
http://ontology.it/itsmo/v1#CustomerPortfolio,CustomerPortfolio,,customer portfolio ,,False
http://ontology.it/itsmo/v1#ServiceCatalogue,ServiceCatalogue,,service catalogue ,,False
http://ontology.it/itsmo/v1#Hardware,Hardware,,hardware ,,False
http://ontology.it/itsmo/v1#System,System,,system ,,False
http://ontology.it/itsmo/v1#Identity,Identity,,identity ,,False
http://ontology.it/itsmo/v1#Application,Application,,application ,,False
http://ontology.it/itsmo/v1#ServicePortfolio,ServicePortfolio,,service portfolio ,,False
http://ontology.it/itsmo/v1#Snapshot,Snapshot,,snapshot ,,False
http://ontology.it/itsmo/v1#StructuralDependency,StructuralDependency,,structural dependency ,,False
http://ontology.it/itsmo/v1#SLA,Service Level Agreement,,service level agreement ,,False
http://ontology.it/itsmo/v1#ControlledConfiguration,ControlledConfiguration,,controlled configuration ,,False
http://ontology.it/itsmo/v1#RunnableResource,RunnableResource,,runnable resource ,,False
http://ontology.it/itsmo/v1#QualitativeValue,QualitativeValue,,qualitative value ,,False
http://ontology.it/itsmo/v1#Building,Building,,building ,,False
http://ontology.it/itsmo/v1#ServiceScope,ServiceScope,,service scope ,,False
http://ontology.it/itsmo/v1#Baseline,Baseline,,baseline ,,False
http://ontology.it/itsmo/v1#OLA,Operational Level Agreement,,operational level agreement ,,False
http://ontology.it/itsmo/v1#DataCenter,DataCenter,,data center ,,False
http://ontology.it/itsmo/v1#Template,Template,,template ,,False
http://ontology.it/itsmo/v1#Priority,Process Priority,,process priority ,,False
http://ontology.it/itsmo/v1#Dependency,Dependency,,dependency ,,False
http://ontology.it/itsmo/v1#LifeCycleStage,LifeCycleStage,,life cycle stage ,,False
http://ontology.it/itsmo/v1#Plan,Plan,,plan ,,False
http://open.vocab.org/terms/DOMRange,DOMRanges,,dom ranges ,,False
http://open.vocab.org/terms/TrimPackage,Trim Packages,,trim packages ,,False
http://open.vocab.org/terms/MicroblogPost,Microblog Post,,microblog post ,,False
http://open.vocab.org/terms/AnnotationSet,Annotation Sets,,annotation sets ,,False
http://open.vocab.org/terms/ITUREgion,ITU Regions for governance of radio operation,,itu regions governance radio operation ,,False
http://open.vocab.org/terms/Formula,Formulae,,formulae ,,False
http://open.vocab.org/terms/JavascriptThis,JavascriptThises,,javascript thises ,,False
http://open.vocab.org/terms/KillerGorilla,Killer Gorillas,,killer gorillas ,,False
http://open.vocab.org/terms/ZoiaCommand,ZoiaCommands,,zoia commands ,,False
http://open.vocab.org/terms/Film,Films,,films ,,False
http://open.vocab.org/terms/HUDSchoolLoan,School Loan History,,school loan history ,,False
http://open.vocab.org/terms/DOMNode,DOMNodes,,dom nodes ,,False
http://open.vocab.org/terms/VisualElement,Visual Elements,,visual elements ,,False
http://open.vocab.org/terms/AutomobileCataologType,Automobile Catalog Types,,automobile catalog types ,,False
http://open.vocab.org/terms/MOTTestingStation,MOT Testing Stations,,mot testing stations ,,False
http://open.vocab.org/terms/IrcBot,IrcBots,,irc bots ,,False
http://open.vocab.org/terms/EarWorm,EarWorm,,ear worm ,,False
http://open.vocab.org/terms/Plot,Plots,,plots ,,False
http://open.vocab.org/terms/Birth,Birth,,birth ,,False
http://open.vocab.org/terms/NewsItem,News items,,news items ,,False
http://open.vocab.org/terms/BiologicalDatabase,Biological Databases,,biological databases ,,False
http://open.vocab.org/terms/House,Houses,,houses ,,False
http://open.vocab.org/terms/ClassSkeleton,class skeletons,,class skeletons ,,False
http://open.vocab.org/terms/Ware,Wares,,wares ,,False
http://open.vocab.org/terms/Diff,diffs,,diffs ,,False
http://open.vocab.org/terms/AfricanRedSlip,African Red Slip,,african red slip ,,False
http://open.vocab.org/terms/WinterOlympicGames,Winter Olympic Games,,winter olympic games ,,False
http://open.vocab.org/terms/RTFMImperative,instructions to RTFM,,instructions rtfm ,,False
http://open.vocab.org/terms/Manifest,Manifests,,manifests ,,False
http://open.vocab.org/terms/MultiSportEvent,MultiSportEvent,,multi sport event ,,False
http://open.vocab.org/terms/HUDSuggestion,Suggestion,,suggestion ,,False
http://open.vocab.org/terms/Numismatics,Numismatics,,numismatics ,,False
http://open.vocab.org/terms/AmateurRadioContact,Events that are a contact between two AmateurRadioOperators,,events contact two amateur radio operators ,,False
http://open.vocab.org/terms/AmateurRadioOperator,Amateur Radio Operators,,amateur radio operators ,,False
http://open.vocab.org/terms/Country,Countries,,countries ,,False
http://open.vocab.org/terms/ScientificDatabase,Scientific Databases,,scientific databases ,,False
http://open.vocab.org/terms/UnivSchool,University School,,university school ,,False
http://open.vocab.org/terms/WheelChairEnabled,wheel chair enabled,,wheel chair enabled ,,False
http://open.vocab.org/terms/Database,Databases,,databases ,,False
http://open.vocab.org/terms/SportEvent,Sport Event ,,sport event ,,False
http://open.vocab.org/terms/Calendar,Calendars,,calendars ,,False
http://open.vocab.org/terms/Earworm,Earworms,,earworms ,,False
http://open.vocab.org/terms/Cheese,Cheeses,,cheeses ,,False
http://open.vocab.org/terms/DigitalAsset,DigitalAssets,,digital assets ,,False
http://open.vocab.org/terms/DOMBoundaryPointPosition,DOMBoundaryPointPositions,,dom boundary point positions ,,False
http://open.vocab.org/terms/RadioOperationFrequency,Frequencies of operation of a radio.,,frequencies operation radio ,,False
http://open.vocab.org/terms/PrimaryVisualElement,Primary Visual Elements,,primary visual elements ,,False
http://open.vocab.org/terms/Distance,Distances,,distances ,,False
http://open.vocab.org/terms/DOMBoundaryPoint,DOMBoundaryPoints,,dom boundary points ,,False
http://open.vocab.org/terms/Vocabulary,vocabularies,,vocabularies ,,False
http://open.vocab.org/terms/HUDCourseLoan,The loan history for a book by course,,loan history book course ,,False
http://open.vocab.org/terms/OkkamEntity,Okkam entities,,okkam entities ,,False
http://open.vocab.org/terms/StillAKillerGorilla,Living Killer Gorillas,,living killer gorillas ,,False
http://open.vocab.org/terms/DOMOffset,Offsets,,offsets ,,False
http://open.vocab.org/terms/OlympicGames,Olympic games,,olympic games ,,False
http://open.vocab.org/terms/HUDYearLoan,Year Loan History,,year loan history ,,False
http://open.vocab.org/terms/Madre,Madres,,madres ,,False
http://open.vocab.org/terms/IllegalRDFXMLStatement,Illegal RDF/XML Statements,,illegal rdf xml statements ,,False
http://open.vocab.org/terms/AutomobileModel,Automobile Models,,automobile models ,,False
http://open.vocab.org/terms/AvatarCharacterTraits,General Trait of Characters in the Animated Series Avatar-The Last Airbender,,general trait characters animated series avatar last airbender ,,False
http://open.vocab.org/terms/NotAKillerGorilla,Non Killer-Gorillas,,non killer gorillas ,,False
http://open.vocab.org/terms/Course,Course,,course ,,False
http://open.vocab.org/terms/DeletedEntry,Deleted Entries,,deleted entries ,,False
http://open.vocab.org/terms/SummerOlympicGames,Summer Olympic Games,,summer olympic games ,,False
http://open.vocab.org/terms/UnivCourse,University Course,,university course ,,False
http://openprovenance.org/model/opmo#Annotation,Annotation,,annotation ,,False
http://openprovenance.org/model/opmo#AValue,AValue,,value ,,False
http://openprovenance.org/model/opmo#Property,Property,,property ,,False
http://openprovenance.org/model/opmo#WasGeneratedBy,WasGeneratedBy,,generated ,,False
http://openprovenance.org/model/opmo#Annotable,Annotable,,annotable ,,False
http://purl.org/net/opmv/ns#Artifact,Artifact,,artifact ,,False
http://openprovenance.org/model/opmo#WasDerivedFrom,WasDerivedFrom,,derived ,,False
http://openprovenance.org/model/opmo#EventEdge,EventEdge,,event edge ,,False
http://openprovenance.org/model/opmo#Entity,Entity,,entity ,,False
http://openprovenance.org/model/opmo#WasControlledBy,WasControlledBy,,controlled ,,False
http://openprovenance.org/model/opmo#WasTriggeredBy,WasTriggeredBy,,triggered ,,False
http://openprovenance.org/model/opmo#Edge,Edge,,edge ,,False
http://purl.org/net/opmv/ns#Agent,Agent,,agent ,,False
http://openprovenance.org/model/opmo#Used,Used,,used ,,False
http://openprovenance.org/model/opmo#OTime,OTime,,time ,,False
http://purl.org/net/opmv/ns#Process,Process,,process ,,False
http://openprovenance.org/model/opmo#Role,Role,,role ,,False
http://openprovenance.org/model/opmo#Node,Node,,node ,,False
http://openprovenance.org/model/opmo#OPMGraph,OPMGraph,,opm graph ,,False
http://openprovenance.org/model/opmo#Account,Account,,account ,,False
http://owlrep.eu01.aws.af.cm/fridge#EnergySensingDevice,Energy Sensing Device,,energy sensing device ,,False
http://owlrep.eu01.aws.af.cm/fridge#OpenFridgeHousehold,Open Fridge Household,,open fridge household ,,False
http://owlrep.eu01.aws.af.cm/fridge#Power,Power,,power ,,False
http://owlrep.eu01.aws.af.cm/fridge#EnergyObservation,Energy Observation,,energy observation ,,False
http://owlrep.eu01.aws.af.cm/fridge#OpenFridgeUser,Open Fridge User,,open fridge user ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#RFC5147String,RFC 5147 String,,rfc string ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#ContextCollection,Context Collection,,context collection ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Structure,Structure,,structure ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Context,Context,,context ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#String,String,,string ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Paragraph,Paragraph,,paragraph ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#ContextHashBasedString,Context Hash Based String,,context hash based string ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#URIScheme,URI Scheme,,uri scheme ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Phrase,Phrase,,phrase ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Title,Title,,title ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Word,Word,,word ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#CStringInst,Consecutive String Instantiation,,consecutive string instantiation ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#CString,Consecutive String,,consecutive string ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Sentence,Sentence,,sentence ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#OffsetBasedString,Offset-based String,,offset based string ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Annotation,Annotation,,annotation ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#Level,Log Level,,log level ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#StatusCode,Status Code,,status code ,,False
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#Entry,Log Entry,,log entry ,,False
http://privatealpha.com/ontology/certification/1#Certification,Certification,,certification ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ResistiveAneroid,Resistive aneroid,,resistive aneroid ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#MollGorczynkiPyranometer,Moll-Gorczynki pyranometer,,moll gorczynki pyranometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#NetRadiometerOrNetPyrradiometerOrNetExchangeRadiometerOrBalancemeter,Net radiometer or net pyrradiometer or net exchange radiometer or balancemeter,,net radiometer net pyrradiometer net exchange radiometer balancemeter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#HotBeadAnemometer,Hot-bead anemometer,,hot bead anemometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#EppleyPyranometer,Eppley pyranometer,,eppley pyranometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#WetBulbTemperatureMeasurementSystem,Wet-bulb temperature measurement system,,wet bulb temperature measurement system ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ShadedPicheEvaporimeter,Shaded Piche evaporimeter,,shaded piche evaporimeter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#PopoffLysimeterCombinedDrainageAndWeighingType,Popoff lysimeter (combined drainage and weighing type),,popoff lysimeter combined drainage weighing type ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ImpactDisdrometer,Impact disdrometer,,impact disdrometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#TippingBucketRainGaugeWithExtraPulseCorrectionTbrgPc,Tipping-bucket rain gauge with extra pulse correction (TBRG-PC),,tipping bucket rain gauge extra pulse correction tbrg pc ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#CampbellStokesSunshineMeter,Campbell-Stokes sunshine meter,,campbell stokes sunshine meter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#UltrasonicSensorVirtualTemperature,Ultrasonic Sensor (virtual temperature),,ultrasonic sensor virtual temperature ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#SingleOrDoubleJunctionPeltierPsychrometer,Single or double-junction peltier psychrometer,,single double junction peltier psychrometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#RadiationSensor,Radiation,,radiation ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ElectricalResistanceHumiditySensor,electrical resistance humidity sensor,,electrical resistance humidity sensor ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ElectricSensorWhichExploitsTheConductivityVariationAsAFunctionOfWetness,"electric sensor, which exploits the conductivity variation as a function of wetness",,electric sensor exploits conductivity variation function wetness ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Lysimeter,lysimeter,,lysimeter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#AutomaticSunshineRecorder,Automatic sunshine recorder,,automatic sunshine recorder ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#NylonUnits,Nylon units,,nylon units ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#PortableAspiratedAndShieldedPsychrometer,portable aspirated and shielded psychrometer,,portable aspirated shielded psychrometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#DigitalPiezoResistiveBarometer,digital piezo-resistive barometer,,digital piezo resistive barometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#WeighingLysimeter,weighing lysimeter,,weighing lysimeter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#TubeSolarimeter,Tube solarimeter,,tube solarimeter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#CapacitiveAneroid,Capacitive aneroid,,capacitive aneroid ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#PsychrometerEquippedWithMercuryInGlassThermometer,psychrometer equipped with mercury-in-glass thermometer,,psychrometer equipped mercury glass thermometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#HumiditySensor,Humidity,,humidity ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#DewCell,dew cell,,dew cell ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#DropCounters,Drop counters,,drop counters ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#MercuryBarometer,Mercury barometer,,mercury barometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#TippingBucketRainGauge,Tipping bucket rain gauge,,tipping bucket rain gauge ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Albedometer,albedometer,,albedometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ChilledMirrorHygrometer,chilled-mirror hygrometer,,chilled mirror hygrometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#MechanicalSensorWithRecorder,mechanical sensor with recorder,,mechanical sensor recorder ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#OpticalDisdrometer,Optical disdrometer,,optical disdrometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#UltrasonicWindSensor,Ultrasonic Wind sensor,,ultrasonic wind sensor ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#OpticalCapacitiveSensor,Optical/Capacitive sensor,,optical capacitive sensor ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Thermocouple,Thermocouple,,thermocouple ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#PropellerAnemometer,Propeller anemometer,,propeller anemometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#QuantumSensor,Quantum sensor,,quantum sensor ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#KataThermometer,Kata thermometer,,kata thermometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#TemperatureSensor,Temperature,,temperature ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Pyranometer,pyranometer,,pyranometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#MicrowaveRadarDisdrometer,Microwave radar disdrometer,,microwave radar disdrometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Laser,Laser,,laser ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#CupAnemometer,Cup anemometer,,cup anemometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#WeighingRainGauge,Weighing rain gauge,,weighing rain gauge ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#WindSensor,Wind,,wind ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Pyrgeometer,Pyrgeometer,,pyrgeometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#SnowGauge,Snow gauge,,snow gauge ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#LevelMeasurementRainGauge,Level measurement rain gauge,,level measurement rain gauge ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Tensiometer,Tensiometer,,tensiometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#FiberGlassBlock,Fiber-glass block,,fiber glass block ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#FrequencyDomainReflectometryCapacitance,Frequency domain reflectometry (capacitance),,frequency domain reflectometry capacitance ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#TippingBucketRainGaugeTbrgWithoutCorrection,Tipping-bucket rain gauge (TBRG) without correction,,tipping bucket rain gauge tbrg without correction ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#PressureTubeAnemometer,Pressure tube anemometer,,pressure tube anemometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#CapacitiveBead,Capacitive bead,,capacitive bead ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#PyranometerWithShadeRing,pyranometer with shade ring,,pyranometer shade ring ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ScreenedAndOpenPanEvaporimeter,screened and open pan evaporimeter,,screened open pan evaporimeter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#WettingFrontDetection,Wetting front detection,,wetting front detection ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#DewcelSystem,Dewcel system,,dewcel system ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#CapacitanceSensor,capacitance sensor,,capacitance sensor ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#NeutronProbe,Neutron probe,,neutron probe ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Microlysimeter,Microlysimeter,,microlysimeter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#CapacitiveThinFilmPolymer,Capacitive - thin film polymer,,capacitive thin film polymer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#AneroidDisplacementTransducer,aneroid displacement transducer,,aneroid displacement transducer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#DirmhirmSaubererPyranometer,Dirmhirm-Sauberer pyranometer,,dirmhirm sauberer pyranometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#SnowPillow,Snow pillow,,snow pillow ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#AtmosphericPressureSensor,Atmospheric pressure,,atmospheric pressure ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#GypsumBlock,Gypsum block,,gypsum block ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#GammaAbsorption,Gamma absorption,,gamma absorption ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#WeighingRainGaugeWithPressureMeasurement,Weighing rain gauge with pressure measurement,,weighing rain gauge pressure measurement ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ChilledMirrorSystem,Chilled mirror system,,chilled mirror system ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#HotWireAnemometer,Hot-wire anemometer,,hot wire anemometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ThornthwaiteLysimeterDrainageType,Thornthwaite lysimeter (drainage type),,thornthwaite lysimeter drainage type ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#Thermistor,Thermistor,,thermistor ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#CapacitiveAluminumOxide,Capacitive - aluminum oxide,,capacitive aluminum oxide ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#SurfaceTemperatureRadiometer,Surface temperature radiometer,,surface temperature radiometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ElectricalResistanceBlock,Electrical resistance block,,electrical resistance block ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#BimetallicActinograph,Bimetallic actinograph,,bimetallic actinograph ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#DifferentialExpansionThermometer,differential expansion thermometer,,differential expansion thermometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#TippingBucketRainGaugeWithMechanicalCorrectionTbrgMc,Tipping-bucket rain gauge with mechanical correction (TBRG-MC),,tipping bucket rain gauge mechanical correction tbrg mc ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#MechanicalAneroidBarometer,Mechanical Aneroid barometer,,mechanical aneroid barometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#MechanicalHygrometer,mechanical hygrometer,,mechanical hygrometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#HydraulicLysimeterMoreRobustWeighingType,hydraulic lysimeter (more robust weighing type),,hydraulic lysimeter robust weighing type ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#WindVane,Wind Vane,,wind vane ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#PrecipitationSensor,Precipitation,,precipitation ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#TippingBucketRainGaugeWithCorrectionAlgorithmTbrgSc,Tipping-bucket rain gauge with correction algorithm (TBRG-SC),,tipping bucket rain gauge correction algorithm tbrg sc ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#InfraRedGasAnalyzerHygrometer,Infra-red gas analyzer hygrometer,,infra red gas analyzer hygrometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#TimeDomainReflectometry,Time Domain Reflectometry,,time domain reflectometry ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#ElectricalResistanceThermometer,Electrical resistance thermometer,,electrical resistance thermometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#CylindricalResonatorBarometer,cylindrical resonator barometer,,cylindrical resonator barometer ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#AtmometerOrSmallSurfaceEvaporimeter,Atmometer or small surface evaporimeter,,atmometer small surface evaporimeter ,,False
http://purl.oclc.org/NET/ssnx/meteo/aws#SonicRanging,Sonic ranging,,sonic ranging ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#Dimension,Dimension,,dimension ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#Unit,Unit,,unit ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#DerivedQuantityKind,DerivedQuantityKind,,derived quantity kind ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#SpecializedQuantityKind,SpecializedQuantityKind,,specialized quantity kind ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#PrefixedUnit,PrefixedUnit,,prefixed unit ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#DerivedUnit,DerivedUnit,,derived unit ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#ScaleValueDefinition,ScaleValueDefinition,,scale value definition ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#Prefix,Prefix,,prefix ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#Scale,Scale,,scale ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#DimensionFactor,DimensionFactor,,dimension factor ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#LinearConversionUnit,LinearConversionUnit,,linear conversion unit ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#SystemOfUnits,SystemOfUnits,,system units ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#SimpleQuantityKind,SimpleQuantityKind,,simple quantity kind ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#UnitFactor,UnitFactor,,unit factor ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#ConversionBasedUnit,ConversionBasedUnit,,conversion based unit ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#SimpleUnit,SimpleUnit,,simple unit ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#GeneralConversionUnit,GeneralConversionUnit,,general conversion unit ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#SystemOfQuantities,SystemOfQuantities,,system quantities ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#QuantityKindFactor,QuantityKindFactor,,quantity kind factor ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#PropertyKind,PropertyKind,,property kind ,,False
http://purl.oclc.org/NET/ssnx/qu/qu#QuantityKind,QuantityKind,,quantity kind ,,False
http://purl.org/LiMo/0.1/Rights,Diritti concessi dai termini legali,,diritti concessi dai termini legali ,,False
http://purl.org/LiMo/0.1/LicenseModel,Modello di Licenza,,modello di licenza ,,False
http://purl.org/LiMo/0.1/UseConditions,Condizioni legali d'uso,,condizioni legali uso ,,False
http://purl.org/LiMo/0.1/LegalTerms,Termini legali di applicazione della licenza,,termini legali di applicazione della licenza ,,False
http://purl.org/LiMo/0.1/DistributionConditions,Condizioni legali di distribuzione,,condizioni legali di distribuzione ,,False
http://purl.org/LiMo/0.1/Dataset,Dataset,,dataset ,,False
http://purl.org/NET/c4dm/event.owl#Factor,Factor,,factor ,,False
http://purl.org/NET/c4dm/event.owl#Product,Product,,product ,,False
http://purl.org/NET/c4dm/timeline.owl#RelativeTimeLine,relative timeline,,relative timeline ,,False
http://purl.org/NET/c4dm/timeline.owl#DiscreteTimeLine,discrete time line,,discrete time line ,,False
http://purl.org/NET/c4dm/timeline.owl#AbstractInterval,abstract interval,,abstract interval ,,False
http://purl.org/NET/c4dm/timeline.owl#RelativeInstant,relative instant,,relative instant ,,False
http://purl.org/NET/c4dm/timeline.owl#DiscreteInstant,discrete instant,,discrete instant ,,False
http://purl.org/NET/c4dm/timeline.owl#UTInstant,instant on the universal timeline,,instant universal timeline ,,False
http://purl.org/NET/c4dm/timeline.owl#ShiftMap,shift map,,shift map ,,False
http://purl.org/NET/c4dm/timeline.owl#UniformSamplingMap,uniform sampling map,,uniform sampling map ,,False
http://purl.org/NET/c4dm/timeline.owl#PhysicalTimeLine,physical timeline,,physical timeline ,,False
http://purl.org/NET/c4dm/timeline.owl#AbstractInstant,abstract instant,,abstract instant ,,False
http://purl.org/NET/c4dm/timeline.owl#UTInterval,universal timeline interval,,universal timeline interval ,,False
http://purl.org/NET/c4dm/timeline.owl#RelativeInterval,relative interval,,relative interval ,,False
http://purl.org/NET/c4dm/timeline.owl#TimeLine,timeline,,timeline ,,False
http://purl.org/NET/c4dm/timeline.owl#TimeLineMap,timeline map,,timeline map ,,False
